id_visitor,ts_mins,did_search,sent_message,sent_booking_request
1424060344_43kTJ3VixJL97x9Q,0.0,0,0,0
1424084962_kAsR5wvlJl7M+8Op,3.0,1,0,0
1424162521_m/xeJULQSjkxEtGY,0.0,0,0,0
1424162794_IH2qxha+X7f+znYc,5.0,1,0,0
1424218671_/EZc3N44lSqdi+rk,3.0,1,0,0
1424224282_x33lo0ReFYmkTjTV,2.0,0,0,0
1424413316_RZZtp9S0uL3s4vsF,14.0,1,0,0
1424681484_gtFL4X+IrtX4ZUt3,4.0,2,0,0
1424684038_G9B5lkTarmSu3fWC,0.0,0,0,0
1424684109_+ZylkA1GCmt7cuib,6.0,1,0,0
1424739387_z2UZ3PhkwQskuGZ7,2.0,0,0,0
1424927529_EU+Pm2xojVE2iWDI,7.0,2,0,0
1425069105_ghw66+AVGlSdRVIn,0.0,0,0,0
1425082699_/YMHEWK/AWprg9ig,15.0,0,0,0
1425252514_xaga6imKmPNU7MXS,0.0,0,0,0
1425263163_p9nLJMUgxSyYYDDg,21.0,0,0,0
1425273143_Xudh7dpaC01/b0rE,58.0,3,0,0
1425377199_zdHO8gesMGRPFptv,35.0,1,0,0
1425378106_7qfn11LqGcj5TDdc,0.0,0,0,0
1425506684_jJ1qalRQ5sg3kTaZ,1.0,1,0,0
1425534019_ucNctv/FdDzTXUHc,0.0,0,0,0
1425550582_Lp7SfrZhzMNVVCd9,17.0,3,0,0
1425582491_lRZ8er7fUmvrhGHK,0.0,0,0,0
1425618299_D9YiKYnEnsto8AvV,0.0,0,0,0
1425639672_CIBoKlDaL+i3wdRu,9.0,1,0,0
1425799587_ubAkk5Vyncd8jeng,33.0,2,0,0
1425893510_FaREAHxzJDguPYA2,16.0,1,0,0
1425986033_qkB1DOu7ZFU8/Ab6,0.0,0,0,0
1425988176_ARMFPQmZtCWetwLP,1.0,1,0,0
1426136804_oR2BT822NOx5+qtd,0.0,0,0,0
1426289340_jkGIrxGtxo71uFgi,3.0,1,0,0
1426327704_anWbMQIDcgu/rsJO,25.0,2,0,0
1426404102_cCpnOOUJ7hk5ooYD,31.0,1,0,0
1426414553_sUVgbDGJppewkrDp,11.0,0,0,0
1426414893_JhiyVGYYz6w29pv0,13.0,1,0,0
1426418038_S/eQF7jdzvxzU3uD,0.0,0,0,0
1426452239_NOwNsqxRhSweisnK,0.0,0,0,0
1426463923_kbAccCGxhLE+qywh,0.0,0,0,0
1426489240_/Sh3oTTtF+oyvkxf,0.0,0,0,0
1426631713_eaL6Fqrf9VPl3zrH,9.0,1,0,0
1426664426_KVT1N/5xQf8IiWFx,2.0,1,0,0
1426720671_MwQpJzgcDupiOtuM,0.0,0,0,0
1426744790_dA4McSEjOQeClUIM,0.0,0,0,0
1426790522_chScabMkdcRpcRiw,14.0,1,0,0
1426916238_Nmg9rSAjRgUdBjBs,1.0,1,0,0
1427010708_5cqXp6Ex5f633DKk,0.0,0,0,0
1427243972_BQB9wMG04gDE+KpM,1.0,0,0,0
1427252455_7OH8NFXN4huWRhqA,0.0,0,0,0
1427281964_Pw9WnMq9+slaoUCj,0.0,1,0,0
1427349744_MZlYF+CnplZgTHBn,0.0,0,0,0
1427366247_9t4zhgd0WEFNo0P6,2.0,0,0,0
1427375125_/hZBDvelNVHQMAGm,0.0,0,0,0
1427570619_LtadgYxgjsbWwsx3,0.0,0,0,0
1427671777_RVX2jrSTz6M55OQX,9.0,1,0,0
1427719716_X/qRvBQt3jLQsgw8,2.0,1,0,0
1427762547_TcPQ1PXwE87zfNS7,32.0,1,0,0
1427799244_Sro2ls0c2SdF6KjC,0.0,0,0,0
18780911-1eda-476b-b2fb-d7043903917f,27.0,0,0,0
18c9e4e3-a5a5-46ba-915a-b3fe6e95c475,12.0,1,1,0
191750a8-3886-4adf-9ebc-69f0ddf506b9,390.0,13,0,0
1a90a6a0-72ee-4b12-b9dd-bda519031808,25.0,1,0,0
1d5c1295c38b6d32d61a28cd19aeca4a80e5f90d,4.0,2,0,0
214c6ba7-cbe4-419c-be56-fec01a46445e,90.0,1,1,1
233dfb90-1133-4b3a-91ef-0bf4d77a2c9d,93.0,4,0,0
2483cf83-375c-491e-bbae-eafd37173f71,49.0,4,0,0
24b53796-206c-49a1-8d2a-7712e928f1bd,97.0,1,0,0
265a7e74-0679-42b3-a77f-5c134111e0f3,382.0,9,4,1
28b6792d-d489-427a-bd50-7f4e4f1e33cf,2324.0,34,35,2
2ec41206-3c49-4841-91c1-9f4deed80a89,39.0,5,0,0
30539230-ba82-4355-81db-2e9115c48369,822.0,19,26,6
30df871b-61ff-40fb-9fd3-02f29fed521b,1147.0,0,32,0
30fae64a-38f5-4803-bad7-088825fe6a3b,174.0,4,5,0
31e77a58-041f-45ac-a5d8-cf2fad2ba79a,327.0,10,0,0
332fae3e-ebbb-4ccb-92c9-b4ef318e143b,1369.0,14,23,5
3789f526-ddfa-4f48-8e25-23c3cc2631ff,1344.0,27,21,4
39b7ba8d-8549-429d-b0cc-65e7f55b2142,810.0,1,2,0
3c1d4e769e64d5290e48e4fd6902f0632f206d2f,69.0,1,0,0
3c94d2c0-068d-4c45-92f2-6a9f54922e65,110.0,9,0,1
3e722d62-71a1-44f2-bc93-abb6b50dddd7,1198.0,22,6,2
3eba359a-b0c7-427a-bf5a-b7a28ef2bc74,1410.0,6,24,0
41e1d01f-d896-42e7-8482-003fd8743011,151.0,6,2,1
42c51d16-5a13-4178-b628-31e6cf7a0481,423.0,2,6,1
445763e4-da37-4d10-83b3-85af2da1613f,16.0,1,0,0
45197d2c-13cb-4d2b-88ad-972ad272bb58,16.0,1,1,0
45e07d06-53a4-4256-add2-9c641f08d477,143.0,5,5,0
46aa748c-e887-4114-9e5a-43638ae91a3c,1.0,0,0,0
46cf3a9c-43d5-471c-ada4-4227f5c27384,2120.0,6,54,0
47adbdec-72b0-4482-9fc6-06d71c01d4b6,40.0,3,1,0
4814d323-95f5-47be-a460-c0779052ac79,2316.0,21,34,6
484681334fd4caee3333c425873a1ceba333b0de,80.0,2,0,0
48936a43-2778-403f-968a-d27f36488476,1363.0,17,16,0
4c9aa89c-395e-4e62-8b1d-2ad7dbab658c,30.0,1,0,0
4ddd5597-ca4e-41c2-a5a5-7da736cb9ec9,57.0,3,0,0
5394362b-4b9f-4c56-89be-2fb585140aef,72.0,1,1,0
53aba509-c7b3-4dd7-bd75-c7c9a60512ff,97.0,3,0,0
559bd2cb2fd4922a9c4fd1f8f80846798afdec59,97.0,2,0,0
56463d31-5ebd-4784-904e-69e5b23b9ec4,17.0,0,0,0
567dea51-4d5b-45dd-9f51-4ecf2b523d0a,60.0,3,2,1
56c684c1-72b8-49d1-be9f-4b4537def6ac,209.0,9,3,0
599c5599-420f-4e87-a57a-5eee73d6995a,109.0,0,1,0
5cee382a-8f95-44ac-8ff3-2744ecc02df6,59.0,1,1,1
5d084af14e32f2ed1fac1e83fa775cfc894b3ecc,6.0,0,0,0
5fa7c25a-3853-409a-a352-3ce9778dc882,367.0,2,0,0
68cd8fe2-bd28-45ae-beb3-5b9597cac40a,928.0,17,21,4
6a499ae1-6d2a-4c58-9224-46beb6efa5b3,99.0,0,4,0
6e493d08-69ff-4273-8b06-a6da94372736,356.0,6,0,0
6f072a1ddef4abfbb900e8ce570d1f778e71c8e1,12.0,0,0,0
6f3b94f4-3512-49ae-985c-55d791308eb7,52.0,4,0,0
711654b1-c1d8-4b5e-a7a8-dd125faafa90,55.0,1,0,0
7315ed68-f8d1-4675-b97c-519bf8cd54bf,1451.0,25,18,6
738e7940-7b64-4dd5-ba34-f2619fd47aef,108.0,8,1,0
76f44b68-0cb9-41de-ac32-d933b5bd753e,2195.0,61,49,6
788f8a3f-969b-4d55-9b4b-9f88e682d24a,19.0,1,0,0
7d1077c9cf5172b1faf6f293586c3ef08f65170a,6.0,0,0,0
80fbbd53-1f90-4886-be44-562462d9ae6d,194.0,10,0,0
819a642b-8a73-4267-b0e1-74d2dbd030d0,0.0,0,0,0
81c8f7a7-835a-4060-bbed-7a78d85dbd8d,1154.0,3,16,0
873acdb5bccc92c8,13.0,0,0,0
878950c426a81a60022b2978db1dc9f73a27f019,22.0,1,0,0
88479d1a-748f-4ba1-9596-4775e0dd4077,216.0,1,2,0
888311dd-7b0e-4e12-a684-5105aa338e03,62.0,1,0,0
89d20ddd-7a40-493d-9c63-633160a13334,82.0,5,0,0
8acfc07ea69d6dc3febc09f2ba0b77d0fcc64844,87.0,5,0,0
8bcc70ec-7426-4341-8581-e3eb21ab21f1,1076.0,29,9,5
8c65f804-7ab2-4ab9-bed2-f50c9f6c4c19,87.0,3,2,1
8ce26bfc-7af1-4d4a-b731-3ff3e641ab38,470.0,6,2,2
919c81b1-de26-44d2-b385-22c08d9e19f3,19.0,0,0,0
9241bf28-7a36-4f7a-a580-ac3c568e38ac,337.0,10,6,1
9410bf15-a2a2-420d-85ab-e7230e542653,975.0,5,48,0
9480a694-a8e9-4254-847b-74b23dcc4352,571.0,15,3,0
94f833f1-9ef3-4b33-aee6-3100770e69ee,500.0,13,8,2
962a9cf4-727e-4755-9923-bf3794421194,120.0,9,0,0
98c352ee-12e0-4d43-99a3-97edd8dd4bb1,2372.0,3,39,0
9a22cc16-a727-4ec2-808f-51a0fddaa467,275.0,6,4,2
9adeb457-10b3-475f-93e0-8ec69dde50c7,280.0,4,5,1
9bbbe561-e64b-4677-a0b5-94c185e7fd05,275.0,3,7,0
9cbe564a-1263-451e-bdab-1ed4967095ef,1071.0,3,47,0
9cc1ab22-ffd4-4400-91b0-b8b7c2a8d16a,312.0,6,3,1
9e01486a-f995-4710-933d-be6d26ebd301,36.0,1,1,0
a03a4a69-b6ac-4a28-82a2-5b39b9e7ba84,178.0,3,1,0
a09f3a05-ce6c-463a-966e-cbc7b4fd172e,1154.0,13,13,3
a0aa2dc2-c0c1-468c-8eb1-e5b40daa61d6,56.0,2,1,0
a0b33472-b4c8-4a2c-962f-19ddf48bbe6d,815.0,22,7,0
a111af2f-9f56-4f88-8c99-3d3bfafdb5ec,127.0,4,0,0
a49776d9-9382-4c86-9b59-e3513679fde8,212.0,13,11,1
a5a87dd2-f39a-4fe4-875a-bf39f1e73ae0,53.0,3,0,0
a5c3e0bb-fd74-437f-8e64-d09e4cfaff90,913.0,11,15,6
a65ba820-2fbb-4dd3-a121-f1ed45b5358c,270.0,7,5,1
aa5cc3f8-e8fe-4c61-aa42-25adadb19412,577.0,6,15,0
ab250b9f-79d1-4dc0-af0c-74c6ba83c5ce,269.0,7,7,3
ab509d56b1ebe1ed91066d6732738fc1ba4ddf5c,15.0,1,0,0
af9e9562c8712352ea6f99a368d5b69c7f0323d8,0.0,0,0,0
b03087b5-6b04-4e91-be49-5b254dd0e839,2312.0,7,128,0
b101f654-50e3-41b9-bdad-2791d4624f15,0.0,0,0,0
b11f0520-d023-47ed-a38e-d409ea760f9d,246.0,9,3,3
b28ba8ae-e6da-4f6d-907d-3414417ca8ea,571.0,6,7,3
b60c9151-4828-48cc-877f-08141649e3bc,573.0,12,7,2
b6168c4b-578e-4d39-a5b2-dc0d4e5fe1b6,640.0,14,5,1
bd4faad7-2256-40f3-be70-a6a656f0165b,808.0,37,3,2
c3242be4-bcf9-47aa-babe-b1404f766126,67.0,2,0,0
c66c548e-246a-4639-8109-aee227f35df5,262.0,9,7,0
cab922be308e5bfd6eff5a9baedb5055709bdfcd,28.0,0,0,0
cb9c6854-1353-47a0-839f-75f48e23d69c,274.0,3,5,0
cd5485e9-de64-498a-bd8b-b264df348444,292.0,0,0,0
cf49fd40-c7dc-4ca0-bd0d-b38636b6aeb8,75.0,0,5,0
d11e73ea-1341-426d-bb69-4de77dc39c37,526.0,3,4,2
d2de2042-446d-4624-bc0a-4eaa15223c2a,0.0,0,0,0
d43b50a1-a44b-4451-89e6-3a541bc0e9ba,130.0,4,0,0
d52bf4d0-0c77-4633-99a3-dc1d3b47ace3,1154.0,6,12,0
d7521626-3477-441b-9018-35a5a273a9b7,118.0,5,1,0
d89a5f71-c00a-481f-9786-4de736086f25,208.0,5,7,0
dadeed04-3b6f-40eb-8986-0dbbcbe7048c,122.0,10,0,0
dc673096-7a2c-4b45-835e-c46dd52af69b,3.0,1,0,0
de41db39-b6ff-4c22-bddc-a28e5d4cd4c2,2420.0,6,71,3
e001b3a4-f8ba-4237-8925-1c562eea170c,1612.0,23,19,2
e0650cc9-ecdb-4188-a260-29e257495926,451.0,19,5,2
e38be539-8e32-4d4e-8310-e7d416a82eba,425.0,24,24,14
e4edb1c6-e36d-4a37-9573-b93108dc0d2c,109.0,8,0,0
e6b3965a-9d7d-46d4-b8e9-6d9c258d71ad,296.0,17,1,1
e853a76b-56ee-4b6b-ab9f-8e0088c02da3,60.0,1,0,0
ed1329a6-064d-47e9-93bc-93f5a50822df,1482.0,28,28,15
f05f550c-4475-4fba-906c-b3a410dd1c0b,22.0,3,0,0
f383e3bf-ca96-4fc1-8dc1-c3f421d44073,714.0,15,8,2
f3be468b-184e-4251-8e11-4f0fbb71d333,104.0,2,0,0
f4be74b9-6504-4a13-a2a2-24994fd43b40,327.0,5,12,3
f4d2b9cd-69ed-4cfb-80e3-14f0187af284,47.0,0,0,0
f61f7322-ec4a-43d9-be7e-b0633e71e2b4,490.0,3,12,2
f70f0c27-6af3-4fb5-8bd7-f73240465fd5,17239.0,8,84,0
f991d3fa-5627-4a8e-beee-2f8efe1c1023,241.0,6,1,0
fbf1b17c-0be3-4abf-8116-c6f92d24c8f8,179.0,8,2,0
fd61c634-6876-4c76-81b3-6da2f86a92b8,1703.0,12,88,1
